title,url,synopsis,genre,country,year
애니멀 킹덤,https://pedia.watcha.com/ko-KR/contents/mdRQxKO,"엄마가 약물남용으로 세상을 떠나자 열일곱 소년 조쉬 J 코디(제임스 프레체빌)는 멜버른에 살고 있는 할머니 스머프(재키 위버)의 집으로 옮겨와 생활하게 된다. 함께 생활하게 된 할머니와 삼촌들은 불법 약물 판매와 절도 등 범죄를 업으로 하는 범죄 가족이었다. 이 집단에서 살아남기 위해 J는 그들의 말을 들으며 함께 범죄에 동참한다. 형사 네이던 (가이 피어스)은 J를 경찰의 보호 아래 두려고 하지만 부패 경찰, 잇속만 챙기는 변호사들 사이에서의 상황도 어렵기만 하다. 가족과 경찰의 갈등이 고조되고 조쉬는 서로 물고 뜯기는 동물의 왕국과도 같은 이곳에서 살아남기 위해서는 누구의 도움도 없이 혼자서 살아남아야 한다는 결론을 내린다. 결국 J는 생존을 위해 자신의 자리를 찾아 사투를 벌이는데...",범죄/액션/드라마,호주,2010
론 서바이버,https://pedia.watcha.com/ko-KR/contents/mOPNXw5,"2005년 6월 28일, 아프가니스탄에서 복무중인 네이비씰 대원 마커스, 마이클, 대니, 매튜는 미군을 사살한 탈레반 리더 ‘샤’를 체포하기 위한 ‘레드윙 작전’에 투입된다. 적진이 잘 보이는 곳에 자리를 잡고 본격적인 임무 수행을 위해 잠복해 있던 중, 산으로 올라온 양치기 소년 일행에게 정체가 발각된다. 완벽한 작전 수행을 위해 이들을 죽일 것인가, 교전 수칙에 의해 살릴 것인가! 윤리와 의무 사이, 선택의 기로에 놓인 대원들은 오랜 논쟁 끝에 이들을 살려주기로 한다. 그러나 이 선택은 그들에게 엄청난 결과를 가져오게 된다. 이들의 작전을 알게 된 탈레반은 빠르고 집요하게 4명의 네이비씰 대원들을 추격해오고, 본부와 통신이 두절된 네이비씰 대원들은 숫적 열세인 상황에서 격전을 벌이게 되는데... 이들은 모두 함께 살아서 돌아올 수 있을까?",액션/전기/드라마/전쟁/스릴러,"미국, 영국",2013
해리 브라운,https://pedia.watcha.com/ko-KR/contents/m5mwN3O,"전직 해병대 출신의 해리브라운은 부인이 세상을 떠나고 어느날 친구인 레니로 부터 동네 불량배들에게 위협을 받고 있다는 말을 듣게 된다. 다음날 아침 여형사 앨리스로부터 친구의 죽음을 듣게 되고, 레니를 죽인 혐의로 청소년 몇명이 잡혔지만 뚜렷한 단서조차없어 바로 풀려나고 만다. 이 사실을 알게된 브라운은 무기 및 마약을 밀거래하는 불량배를 뒤좇아 총을 구입하려는데... 동네 불량배들은 엄청난 조직을 운영하는 갱단을 조직해서 동네 주민들을 위협하고, 노약자 및 심지어 아이를 돌보고 있는 아이엄마까지 서슴치않게 죽임을 가한다. 브라운은 이런 불량배들을 하나 하나 제거하게 되는데...",액션/범죄/드라마/스릴러,영국,2009
줄루 범죄도시,https://pedia.watcha.com/ko-KR/contents/m5rLM3O,참혹한 살인사건이 연쇄적으로 일어난다. 특수대는 신종 약물이 사건과 연결된 걸 밝혀낸다. 거친 범죄도시의 갱단은 무차별 공격으로 저항한다. 배후에 과거 국가의 인종 청소 프로젝트와 관련 있는데... 전면전이 시작되고 거대한 음모가 폭로된다!,범죄/드라마/스릴러,"프랑스, 남아프리카 공화국",2013
영웅본색,https://pedia.watcha.com/ko-KR/contents/mjO0mLd,"암흑가에서 성장한 송자호(적룡 분)는 경찰의 길을 걷는 동생 아걸(장국영 분) 때문에 손을 씻으려 한다. 그러나 음모에 말려 체포, 감옥에 들어가고, 친구 소마(주윤발 분)는 그의 복수를 하다가, 총에 맞아 한 쪽 다리를 저는 불구가 된다. 수 년의 세월이 흘러 대만에서 출옥해 홍콩으로 와 새 생활을 시작한 자호는 옛 부하인 아성(이자웅 분) 밑에서 자동차 세차나 하고 푼돈을 받고 있는 소마를 발견하게 된다. 지하 주차장에서 찬 도시락을 먹는 소마와 눈물 겨운 재회를 하는 자호. 소마는 의리를 저버리고 지금의 암흑가 보스가 된 아성으로부터 과거의 영광을 되찾자고 제안한다. 하지만 송자호는 자신들의 시대가 끝났음을 선언하고 갱생의 길을 걷는다. 암흑가의 새 보스 아성은 송자호의 출현에 긴장을 한다. 처음에는 그를 회유하나 이에 아랑곳하지 않자, 아걸의 집에 킬러를 보내 아버지를 살해한다. 이 일로 아걸과 자호 사이 오해가 생기는데...",액션/범죄/드라마/스릴러,홍콩,1986
터미네이터,https://pedia.watcha.com/ko-KR/contents/m1d6k25,"1997년, 인간이 만든 인공지능 컴퓨터 전략 방어 네트워크가 스스로의 지능을 갖추고는 인류를 핵전쟁의 참화를 일으켜 30억이라는 인류를 잿더미 속에 묻어버린다. 그리고 남은 인간들은 기계의 지배를 받아 시체를 처리하는 일 등에 동원된다. 이때 비상한 지휘력과 작전으로 인간들을 이끌던 사령관 존 코너는 반기계 연합을 구성, 기계와의 전쟁을 시작하면서 상황은 반전된다. 이에 기계는 존 코너의 탄생 자체를 막기위해, 2029년의 어느 날, 타임머신에 터미네이터를 태워서 1984년의 L.A. 로 보내게 된다.",액션/SF,"영국, 미국",1984
터미네이터 2,https://pedia.watcha.com/ko-KR/contents/m6dRVyd,"미래, 인류와 기계의 전쟁은 계속 되는 가운데 스카이넷은 인류 저항군 사령관 존 코너를 없애기 위해 액체 금속형 로봇인 T-1000(로버트 패트릭)을 과거의 어린 존 코너에게로 보낸다. 형태의 변신과 자가 치유까지 가능한 T-1000에 대항하고 존 코너를 지키기 위해 인류 저항군은 T-101(아놀드 슈왈제네거)을 과거로 급파한다. 미래의 인류 운명을 쥔 어린 존 코너, 그를 구해내지 않으면 인류의 미래는 없다. 반드시 제거해야 하는 스카이넷의 T-1000은 거침없이 존 코너 일행을 위협하며 숨가쁜 추격을 시작하는데...",액션/SF,미국,1991
비트,https://pedia.watcha.com/ko-KR/contents/m5ZXo0O,"타고난 파이터이며 아웃사이더인 민(정우성), 폭력 조직에서 성공하기를 꿈꾸는 태수(유오성), 미래에 대한 소박한 꿈을 버리지 않는 환규(임창정)는 무차별적 싸움과 혼돈속에서 10대를 보낸다. 어느날 환규를 따라 나간 노예팅에서 민은 로미(고소영)에게 선택을 당하고 둘은 지속적인 만남을 갖게 된다. 민과 환규는 방황하던 마음을 잡고 분식집을 개업하여 열심히 살아보려고 애쓰지만 개업한 분식집이 철거대상 건물에 속해 시련을 겪는다. 철거반 깡패들과의 몸싸움에서 사고를 낸 환규는 감옥에 가게 되고, 혼자 남은 민은 전갈 조직의 중간 보스로 자리를 잡은 태수의 제안으로 다시 파이터가 되지만...",액션/드라마,한국,1997
미이라,https://pedia.watcha.com/ko-KR/contents/mYdEa0d,"고대 이집트의 파라오 중 가장 영화를 누렸던 세티 1세의 시대. 세티 1세의 정부인 앙크수나문(Anck-Su-Namum: 패트리시아 베라즈퀘즈 분)과 세티 1세의 총애을 한몸에 받던 승정원 이모탭(Imhotep: 아놀드 보슬루 분)은 금진된 사랑에 빠진다. 그러나 그들의 운명적인 사랑은 얼마되지 않아 파라오에게 발각되고 이에 앙크수나문은 자결하게 된다. 이모텝은 흑마서의 주문으로 그녀를 부활시키려 하지만, 파라오의 근위대에 붙잡히게 되고, '홈다이'라는 형벌에 처해진다. 홈다이란 산 채로 석관에 갇혀 영원히 생시체가 되는 끔찍한 극형. 결국 금지된 사랑은 파라오의 저주로 비극적인 끝을 맺고 왕족들이 잠든 하무납트라는 죽음의 도시가 되어 역사 속에 묻힌다. 황금의 유물을 찾아 여러 탐험가들이 하무납트라를 찾아오지만 하나 같이 의문의 죽음을 당하고, 전투 중에 피신했던 외인부대 장교 오커넬(Rick O'Connell: 브랜든 프레이저 분)만이 유일하게 살아남는다. 그 소식을 들은 이집트 박물관 사서 이비(Evelyn: 레이첼 와이즈 분)와 그녀의 오빠 조나단(Jonathan: 존 한나 분)이 오커넬을 찾아오고 죽음의 도시 하무납트라에 관한 단서를 듣게 된다. 용기와 모험심으로 뭉친 세 사람은 의기 투합하여 하무납트라의 황금유물을 찾아 떠나기로 한다. 한편 파라오의 저주를 푸는 열쇠를 손에 넣은 조나단은 실수로 이모텝을 부활시키고, 마침내 3천년을 기다려온 엄청난 분노가 온 이집트를 뒤덮는데. 아무것도 모르는 세 사람은 죽음과 저주의 왕국 한 가운데에서 살아난 미이라와의 사투를 벌인다.",액션/모험/판타지,미국,1999
헐크,https://pedia.watcha.com/ko-KR/contents/m5GXmDW,"과학자 브루스 배너(에릭 바나 분)는 분노를 적절하게 조절해야만 한다. 명석한 과학자로서 평온한 그의 삶은 억제된 욕망을 품고 있으며 유전적인 기술이 처절한 그의 과거를 숨기고 있다. 옛날 여자친구이자 그의 뛰어난 동료, 베티 로스(제니퍼 코넬리 분)는 브루스의 감정 기복에 지쳐서 그의 삶을 바라보기만 할 뿐이다. 그러다 베티는 초기 공판이 진행되는 동안 배너의 혁신적인 연구로부터 무언가를 발견하게 된다. 잠깐의 실수는 폭발적인 상황을 야기시키고 브루스는 순간의 결정을 내린다. 그의 영웅적 충동심으로 다른 이의 생명을 건지고 그 자신은 상처 하나 입지 않는다. 그러나 그의 몸은 감마 방사선을 치사량 이상으로 노출된 상태였다. 그런 후 알 수 없는 일들이 일어나기 시작하는데 아침에 일어났던 일들을 기억조차 못할 정도의 의식을 상실하게 된 것이었다. 그러한 상황은 실패한 실험이 초래한 예기치 못한 결과였다. 그러나 배너는 자기 내부의 다른 존재들로 낯설긴 하나 매우 친밀하며, 다소 위험하나 은근히 매력적인 것으로 상반되는 것들을 느끼게 된 것이었다. 거대한 피조물(난폭하며, 통제 불가능의 강력한 존재)인 헐크가 간헐적으로 그 모습을 드러낸다. 파괴를 일삼아 배너의 연구실을 피투성이로, 집안의 모든 벽을 부셔버린다. 이로 인해 베티의 아버지, 썬더볼트 로스 장군(샘 엘리엇 분)의 지휘 아래 병력이 동원되고, 그의 맞수인 연구가 글렌 탈봇(조쉬 루카스 분)이 여기에 동참한다. 개인의 복수혈전과 가족 관계가 극대화되어 위험을 증폭시킨다. 베티 로스는 뒷 배경에 어두운 인물로 브루스의 아버지인 데이비드(닉 놀테 분)가 어느 정도 이 일에 연루되었다는 것을 알게된다. 그녀는 과학자와 헐크 간의 관계를 이해하는 유일한 인물이며, 군대의 위협을 막으려고 노력한다. 그 괴물을 생포하기 위해 모든 병력들이 동원되고...",판타지/SF/액션,미국,2003
다크 나이트,https://pedia.watcha.com/ko-KR/contents/mJOVXR5,"범죄와 부정부패를 제거하여 고담시를 지키려는 배트맨(크리스찬 베일). 그는 짐 고든 형사(게리 올드만)와 패기 넘치는 고담시 지방 검사 하비 덴트(아론 에크하트)와 함께 도시를 범죄 조직으로부터 영원히 구원하고자 한다. 세 명의 의기투합으로 위기에 처한 악당들이 모인 자리에 보라색 양복을 입고 얼굴에 짙게 화장을 한 괴이한 존재가 나타나 배트맨을 죽이자는 사상 초유의 제안을 한다. 그는 바로 어떠한 룰도, 목적도 없는 사상 최악의 악당 미치광이 살인광대 조커(히스 레저). 배트맨을 죽이고 고담시를 끝장내버리기 위한 조커의 광기 어린 행각에 도시는 혼란에 빠지는데...",액션/범죄/드라마/스릴러,"미국, 영국",2008
트루 라이즈,https://pedia.watcha.com/ko-KR/contents/mJ5xzaO,국가안보기관에서 일하는 해리(아놀드 슈왈츠네거)는 아내 헬렌(제이미 리 커티스)에게 세일즈맨이라고 속이며 살고 있다. 어느날 아내가 가짜 첩보원에게 반해 한눈을 팔자 해리는 아내를 뒤쫓는다. 그러던 중 해리는 가짜 첩보원의 배후에 중동의 미군 철수를 요구하는 아지즈가 있음을 알게 된다. 그들 테러분자에게 잡혀간 딸을 구하기 위해 해리는 아내와 힘을 합친다.,액션/스릴러/코미디,미국,1994
토탈 리콜,https://pedia.watcha.com/ko-KR/contents/m1d6wZ5,서기 2084년. 어느 신도시에서 광산일을 하고 사는 퀘이드(아놀드 슈왈젠에거)는 미모의 아내 로리(샤론 스톤)와 행복하게 살아가지만 밤마다 이상한 꿈을 꾸게 된다. 한 번도 가본 적이 없는 화성에서 이름도 알 수 없는 갈색머리 여자와 행복하게 살고 있는 것이 자꾸 꿈으로 나타나자 퀘이드는 리콜이라는 여행사를 찾아간다. 이곳은 싼값으로 우주 여행을 다녀온 것처럼 뇌 속에 기억을 이식시켜줌으로써 욕구를 충족시켜주는 곳. 이식을 받던 퀘이드는 커다란 충격에서 깨어나 놀라운 사실들을 알게 되는데...,액션,미국,1990
다크 나이트 라이즈,https://pedia.watcha.com/ko-KR/contents/mW4rmed,"배트맨이 조커와의 대결을 끝으로 세상에서 모습을 감춘 8년 후, 하비 덴트의 죽음에 대한 책임을 떠안은 배트맨은 모든 것을 희생하며 떠나고... 범죄방지 덴트법으로 인해 한동안 평화가 지속되던 고담시의 파멸을 예고하며 나타난 마스크를 쓴 잔인한 악당, 최강의 적 베인이 등장한다. 베인은 배트맨이 스스로 택한 유배 생활에 종지부를 찍게 하지만, 다시 돌아온 배트맨에게 베인은 만만한 상대가 아니다. 자신을 거부한 사람들의 고통을 지켜볼 것인가, 정의의 수호자로 나설 것인가. 배트맨은 승패를 알 수 없는 마지막 전투를 시작하려 하는데…",액션/모험/스릴러/범죄/판타지,"영국, 미국",2012
노스웨스트,https://pedia.watcha.com/ko-KR/contents/mO8KJKe,"다양한 민족들이 모여 사는 코펜하겐의 빈곤지역, 노스웨스트. 홀어머니, 어린 동생들과 사는 캐스퍼는 장물을 팔아가며 근근이 살아가고 있다. 우연히 조직적인 범죄에 가담하게 된 그는 이전과는 비교할 수 없는 큰 대가를 얻게 되지만 이내 위험한 폭력의 세계로 내던져진다. 노스웨스트는 점점 약육강식의 전쟁터로 변해가고 그의 가족들 역시 위험에 처하게 된다. [17회 부천국제판타스틱영화제]",액션/드라마/범죄,덴마크,2012
